segment_id,zone,latitude,longitude,line_age_years,conductor_material,span_length_m,visual_condition_score,vegetation_proximity_score,past_fault_count,months_since_last_inspection,average_load_percentage,overload_hours_last_month,max_wind_speed_kmph,heavy_rainfall_days,failure_within_30_days,risk_score,risk_level,recommendation,priority_rank
LT-0263,South,12.736681,80.009489,31,AAC,29.7,3,2,1,19,67.6,5.4,26.4,1,0,25.4,Low,Continue routine monitoring,1327
LT-0792,East,12.869276,80.22425,10,AAC,39.4,5,3,2,35,59.2,8.6,18.3,5,0,25.4,Low,Continue routine monitoring,1328
LT-0018,North,13.119183,80.138707,9,AAC,27.1,7,3,1,21,74.5,8.5,42.9,2,0,25.3,Low,Continue routine monitoring,1329
LT-0710,East,12.914582,80.182023,17,ACSR,21.4,8,3,1,21,74.6,6.3,42.7,1,0,25.3,Low,Continue routine monitoring,1330
LT-0877,South,12.720186,80.033229,5,Copper,49.0,8,8,2,4,77.5,51.9,44.8,3,0,25.3,Low,Continue routine monitoring,1331
LT-1690,South,12.705253,80.133444,15,AAC,48.7,3,0,4,11,84.4,15.2,16.7,5,0,25.2,Low,Continue routine monitoring,1332
LT-0467,West,12.912208,79.876013,8,Copper,42.4,5,9,2,30,73.5,4.8,32.3,4,0,25.2,Low,Continue routine monitoring,1333
LT-0054,West,12.871651,79.952579,4,AAC,15.0,5,9,1,11,107.5,29.7,42.3,3,0,25.1,Low,Continue routine monitoring,1334
LT-1679,Central,12.928417,80.071646,10,ACSR,41.5,6,8,2,6,75.9,29.5,42.6,1,0,25.1,Low,Continue routine monitoring,1335
LT-0589,South,12.686057,79.955564,13,AAC,51.4,1,10,0,36,81.9,5.1,38.5,2,0,25.1,Low,Continue routine monitoring,1336
LT-1041,North,13.070987,80.171561,18,ACSR,35.5,3,0,4,2,97.5,22.2,34.2,2,0,25.1,Low,Continue routine monitoring,1337
LT-0127,South,12.723551,80.00431,25,ACSR,40.4,2,4,0,20,104.6,42.1,22.9,1,0,25.0,Low,Continue routine monitoring,1338
LT-1466,West,12.881847,79.915978,19,ACSR,41.7,2,6,0,6,119.0,51.7,38.4,4,0,25.0,Low,Continue routine monitoring,1339
LT-0112,South,12.707023,79.959296,1,AAC,33.4,6,4,0,28,107.2,46.9,24.0,5,0,25.0,Low,Continue routine monitoring,1340
LT-0086,North,13.110763,80.156839,11,Copper,26.3,1,7,1,16,46.3,29.2,52.2,5,0,24.9,Low,Continue routine monitoring,1341
LT-0334,Central,12.916829,80.037457,31,ACSR,41.7,4,6,0,14,64.5,4.5,37.3,1,0,24.8,Low,Continue routine monitoring,1342
LT-1123,Central,12.923874,80.041661,17,Copper,39.8,5,4,2,4,42.2,52.7,40.6,4,0,24.8,Low,Continue routine monitoring,1343
LT-0902,South,12.713702,79.999848,10,Copper,42.2,6,4,1,17,80.0,35.4,48.4,4,0,24.8,Low,Continue routine monitoring,1344
LT-1405,South,12.739133,80.04193,1,ACSR,26.4,9,10,1,9,78.6,15.1,45.2,3,0,24.8,Low,Continue routine monitoring,1345
LT-1664,South,12.72028,80.052398,18,Copper,42.1,7,6,2,5,74.6,43.9,34.3,1,0,24.8,Low,Continue routine monitoring,1346
LT-0529,West,12.952705,79.929308,15,ACSR,36.0,4,3,3,1,72.1,15.6,56.1,3,1,24.8,Low,Continue routine monitoring,1347
LT-1359,West,12.966208,79.933581,7,ACSR,32.2,1,1,1,15,100.4,33.1,77.4,3,0,24.7,Low,Continue routine monitoring,1348
LT-0557,South,12.721958,80.039149,13,ACSR,30.2,9,2,0,32,72.0,7.3,32.7,2,0,24.7,Low,Continue routine monitoring,1349
LT-1746,West,12.962255,79.96459,12,AAC,20.1,5,1,0,13,70.5,21.6,59.0,5,0,24.7,Low,Continue routine monitoring,1350
LT-0512,Central,12.845378,80.07671,14,AAC,37.1,8,4,1,10,84.6,23.8,34.6,3,0,24.6,Low,Continue routine monitoring,1351
LT-0010,East,12.887415,80.235107,15,AAC,37.5,2,2,3,11,92.7,9.8,41.7,4,0,24.6,Low,Continue routine monitoring,1352
LT-0160,West,12.918438,79.95692,7,ACSR,41.3,10,8,0,6,77.6,18.2,31.4,8,0,24.6,Low,Continue routine monitoring,1353
LT-1283,East,12.92748,80.224126,9,ACSR,26.6,6,1,2,16,74.6,20.6,44.9,4,0,24.5,Low,Continue routine monitoring,1354
LT-1499,South,12.73197,80.019375,29,AAC,38.7,3,5,0,14,74.6,6.2,41.1,1,0,24.5,Low,Continue routine monitoring,1355
LT-1351,West,12.944613,79.896327,11,ACSR,23.8,5,10,1,8,69.0,31.4,50.4,1,0,24.4,Low,Continue routine monitoring,1356
LT-1415,North,13.104101,80.110527,8,AAC,21.7,4,1,2,3,109.6,41.2,58.3,1,0,24.3,Low,Continue routine monitoring,1357
LT-0728,North,13.07649,80.145638,8,ACSR,49.2,8,9,0,5,35.0,28.7,54.5,5,0,24.2,Low,Continue routine monitoring,1358
LT-1547,South,12.75416,80.015257,29,AAC,33.8,2,2,1,1,85.8,16.4,40.0,3,0,24.2,Low,Continue routine monitoring,1359
LT-0612,West,12.909088,79.926706,17,ACSR,43.3,3,3,0,12,61.8,38.6,64.2,4,0,24.2,Low,Continue routine monitoring,1360
LT-0650,North,13.090176,80.16031,3,AAC,27.6,9,5,1,1,35.0,32.1,64.2,4,0,24.2,Low,Continue routine monitoring,1361
LT-0174,Central,12.849829,80.054249,6,AAC,42.1,10,7,0,2,96.4,52.7,42.9,3,0,24.2,Low,Continue routine monitoring,1362
LT-1236,North,13.077934,80.185657,7,ACSR,27.3,6,8,0,1,105.2,28.4,63.5,2,0,24.1,Low,Continue routine monitoring,1363
LT-0924,East,12.97315,80.217549,10,ACSR,40.1,8,5,0,27,62.0,9.8,48.2,2,0,24.1,Low,Continue routine monitoring,1364
LT-1639,South,12.741038,80.052794,22,Copper,47.0,3,0,0,23,105.5,41.0,36.4,3,0,24.1,Low,Continue routine monitoring,1365
LT-1580,Central,12.901361,80.094472,1,ACSR,32.5,4,6,2,13,75.9,12.0,53.2,5,0,24.0,Low,Continue routine monitoring,1366
LT-1441,South,12.712774,80.047324,11,Copper,26.3,10,5,0,24,72.5,14.8,24.8,5,0,24.0,Low,Continue routine monitoring,1367
LT-1731,Central,12.919294,80.053204,26,AAC,48.4,1,0,1,18,49.9,44.2,34.9,2,0,23.9,Low,Continue routine monitoring,1368
LT-0314,South,12.708025,80.020614,14,AAC,38.1,8,5,0,18,78.0,6.7,45.7,2,0,23.9,Low,Continue routine monitoring,1369
LT-0836,East,12.946444,80.17236,1,AAC,23.6,10,5,1,9,79.7,30.7,45.3,4,0,23.8,Low,Continue routine monitoring,1370
LT-0988,North,13.115683,80.179765,13,ACSR,37.1,10,10,0,11,65.8,16.3,10.0,4,1,23.8,Low,Continue routine monitoring,1371
LT-0300,West,12.92275,79.889779,3,ACSR,39.7,6,10,2,7,92.5,29.3,10.0,8,0,23.7,Low,Continue routine monitoring,1372
LT-1266,Central,12.924067,80.13144,14,ACSR,22.4,2,1,2,9,41.2,11.5,57.8,5,0,23.7,Low,Continue routine monitoring,1373
LT-0555,North,13.089773,80.179548,9,AAC,49.9,3,5,0,25,56.2,24.7,40.3,5,0,23.6,Low,Continue routine monitoring,1374
LT-1764,North,13.054542,80.184314,13,AAC,41.4,5,7,0,18,54.0,13.9,53.0,2,0,23.6,Low,Continue routine monitoring,1375
LT-0282,South,12.685221,80.008846,1,ACSR,39.6,6,6,3,13,69.6,31.3,40.6,3,0,23.6,Low,Continue routine monitoring,1376
LT-1684,South,12.789379,80.04971,7,AAC,64.0,4,0,0,34,109.7,52.8,24.1,3,0,23.6,Low,Continue routine monitoring,1377
LT-1149,East,12.931441,80.230137,9,AAC,24.9,1,9,0,35,73.3,6.3,29.9,4,0,23.6,Low,Continue routine monitoring,1378
LT-1710,South,12.767686,79.967251,6,Copper,52.2,6,0,3,28,92.4,22.0,41.3,2,1,23.6,Low,Continue routine monitoring,1379
LT-0184,South,12.675388,79.964438,5,ACSR,34.0,4,7,2,11,51.8,8.9,74.0,3,0,23.5,Low,Continue routine monitoring,1380
LT-0915,Central,12.960259,80.053742,22,Copper,51.2,8,1,0,21,51.0,42.8,34.7,2,0,23.4,Low,Continue routine monitoring,1381
LT-0962,East,12.966378,80.199888,25,ACSR,44.5,1,6,2,3,71.7,22.9,33.3,3,0,23.3,Low,Continue routine monitoring,1382
LT-0643,North,13.100605,80.17114,12,ACSR,27.5,8,6,1,14,77.3,9.2,10.0,5,1,23.3,Low,Continue routine monitoring,1383
LT-1143,Central,12.938299,80.08028,13,ACSR,30.4,5,8,0,27,52.2,10.8,25.8,3,0,23.3,Low,Continue routine monitoring,1384
LT-0452,Central,12.93138,80.050669,22,AAC,48.4,1,1,1,12,85.0,38.7,28.8,4,0,23.2,Low,Continue routine monitoring,1385
LT-0009,North,13.07495,80.218681,22,AAC,39.3,1,6,0,14,98.9,43.6,22.8,1,1,22.9,Low,Continue routine monitoring,1386
LT-0503,Central,12.929282,80.076555,18,AAC,39.6,9,10,0,5,67.2,13.6,38.5,0,0,22.9,Low,Continue routine monitoring,1387
LT-0651,East,12.917589,80.24107,12,AAC,43.8,5,10,1,16,70.6,25.6,27.8,2,0,22.9,Low,Continue routine monitoring,1388
LT-0932,South,12.765039,80.034967,23,AAC,41.1,2,1,1,7,67.8,32.0,42.5,3,0,22.8,Low,Continue routine monitoring,1389
LT-0737,South,12.69333,80.064847,4,AAC,48.1,10,1,0,23,79.5,29.0,36.7,5,0,22.8,Low,Continue routine monitoring,1390
LT-0079,East,12.933079,80.164824,16,ACSR,41.3,8,3,0,27,90.0,3.2,51.1,0,0,22.7,Low,Continue routine monitoring,1391
LT-0966,East,12.869289,80.205174,28,AAC,18.3,7,1,0,4,82.3,26.4,27.2,4,0,22.7,Low,Continue routine monitoring,1392
LT-1675,West,12.989121,79.874474,9,ACSR,29.5,9,3,2,26,43.8,8.5,17.3,4,0,22.6,Low,Continue routine monitoring,1393
LT-0299,West,12.960409,79.864475,6,ACSR,28.5,5,8,1,24,64.9,19.0,42.6,2,0,22.5,Low,Continue routine monitoring,1394
LT-1742,South,12.711899,80.041685,10,AAC,35.9,3,6,1,25,46.8,23.8,28.9,4,1,22.5,Low,Continue routine monitoring,1395
LT-1720,Central,12.835187,80.084316,16,ACSR,31.6,2,0,2,26,70.1,15.5,36.5,3,0,22.4,Low,Continue routine monitoring,1396
LT-0740,East,12.925727,80.20085,9,Copper,23.1,7,9,0,29,49.1,6.9,27.2,6,0,22.4,Low,Continue routine monitoring,1397
LT-0624,East,12.92042,80.252158,22,AAC,31.3,6,0,1,6,54.0,18.5,32.8,6,0,22.4,Low,Continue routine monitoring,1398
LT-0338,West,12.943311,79.951962,21,AAC,37.4,3,6,0,14,67.6,20.0,45.5,2,1,22.4,Low,Continue routine monitoring,1399
LT-0067,East,12.95256,80.246823,17,AAC,28.7,9,0,0,18,88.3,12.6,25.8,4,0,22.2,Low,Continue routine monitoring,1400
LT-0404,North,13.061746,80.205833,1,ACSR,23.4,7,7,1,26,106.1,36.5,21.2,0,0,22.2,Low,Continue routine monitoring,1401
LT-0583,North,13.109538,80.170686,13,ACSR,15.3,7,8,0,18,86.2,11.6,29.9,0,0,22.1,Low,Continue routine monitoring,1402
LT-1754,Central,12.927875,80.045614,13,AAC,37.1,8,3,2,8,78.1,20.6,29.0,2,0,22.1,Low,Continue routine monitoring,1403
LT-0816,Central,12.961569,80.040229,21,ACSR,51.6,5,9,1,4,50.4,15.7,36.1,2,0,22.1,Low,Continue routine monitoring,1404
LT-1286,Central,12.878857,80.026237,9,ACSR,46.0,8,2,2,4,84.7,48.7,37.2,3,0,22.0,Low,Continue routine monitoring,1405
LT-0531,West,13.01971,79.869931,2,ACSR,29.6,4,2,1,10,42.3,29.9,95.2,3,0,21.9,Low,Continue routine monitoring,1406
LT-1212,Central,12.981099,80.027566,26,Copper,25.4,3,0,1,21,83.2,15.9,10.0,5,0,21.9,Low,Continue routine monitoring,1407
LT-1361,West,12.934637,79.928203,10,ACSR,50.9,8,10,1,7,83.0,28.7,27.9,3,0,21.8,Low,Continue routine monitoring,1408
LT-1197,South,12.631937,79.969968,5,AAC,40.7,1,6,2,22,85.9,33.6,54.4,1,0,21.8,Low,Continue routine monitoring,1409
LT-1348,South,12.717525,80.093718,2,AAC,26.2,8,4,1,31,78.4,28.6,10.0,3,0,21.8,Low,Continue routine monitoring,1410
LT-0431,Central,12.893605,80.095397,21,ACSR,37.9,7,7,1,2,62.8,6.3,45.9,1,0,21.7,Low,Continue routine monitoring,1411
LT-1141,South,12.722752,80.016714,10,AAC,35.9,2,7,1,14,73.9,20.3,34.4,5,0,21.7,Low,Continue routine monitoring,1412
LT-0888,North,13.130647,80.163546,29,Copper,21.5,3,6,2,3,48.3,35.7,10.4,2,0,21.7,Low,Continue routine monitoring,1413
LT-0885,South,12.716923,79.944461,18,Copper,33.8,6,1,1,27,81.7,25.3,17.9,4,0,21.7,Low,Continue routine monitoring,1414
LT-1195,Central,12.93642,80.088761,7,AAC,27.3,5,4,0,6,60.8,11.0,85.0,3,0,21.6,Low,Continue routine monitoring,1415
LT-1110,South,12.737855,80.065652,8,AAC,34.5,7,0,2,9,77.3,31.9,40.6,3,0,21.6,Low,Continue routine monitoring,1416
LT-0830,South,12.722895,80.010083,19,ACSR,20.1,10,0,1,13,67.4,22.1,10.0,4,0,21.5,Low,Continue routine monitoring,1417
LT-0655,Central,12.965149,80.090522,28,Copper,40.0,7,5,0,11,58.3,17.4,28.4,2,0,21.5,Low,Continue routine monitoring,1418
LT-0790,West,12.929084,79.898719,25,ACSR,36.4,10,2,0,8,95.0,11.6,25.5,3,0,21.5,Low,Continue routine monitoring,1419
LT-1273,South,12.729553,79.953855,9,ACSR,49.2,2,3,0,24,107.0,65.6,44.1,1,0,21.5,Low,Continue routine monitoring,1420
LT-0288,South,12.67173,80.02301,27,AAC,31.9,2,2,1,18,35.7,31.2,35.0,1,0,21.4,Low,Continue routine monitoring,1421
LT-1292,West,12.971114,79.904186,5,ACSR,21.5,3,5,0,32,69.0,17.7,50.4,3,0,21.4,Low,Continue routine monitoring,1422
LT-1094,South,12.71457,79.986938,13,AAC,53.7,9,3,1,8,87.2,23.9,48.4,1,0,21.3,Low,Continue routine monitoring,1423
LT-0379,South,12.707697,80.027303,23,Copper,37.9,8,1,0,26,79.7,12.4,17.3,4,0,21.2,Low,Continue routine monitoring,1424
LT-0903,North,13.095744,80.167424,8,ACSR,22.6,1,8,0,9,96.1,39.3,41.5,4,0,21.2,Low,Continue routine monitoring,1425
LT-0805,North,13.081612,80.171865,14,AAC,36.7,6,5,1,11,47.0,13.4,59.0,0,0,21.2,Low,Continue routine monitoring,1426
LT-0679,North,13.04647,80.180985,5,AAC,30.9,5,7,1,23,80.5,14.8,33.4,2,0,21.1,Low,Continue routine monitoring,1427
LT-1210,East,12.979347,80.175378,13,ACSR,24.4,7,8,1,9,91.1,20.6,10.3,4,0,21.1,Low,Continue routine monitoring,1428
LT-1176,West,12.981236,80.008464,2,Copper,39.7,10,9,3,2,67.9,32.4,36.8,2,0,21.1,Low,Continue routine monitoring,1429
LT-0357,West,12.94695,79.883785,11,ACSR,19.0,1,10,0,17,80.4,3.4,31.6,7,0,21.0,Low,Continue routine monitoring,1430
LT-0122,West,12.989887,79.905957,20,AAC,42.3,3,2,2,9,85.7,7.7,43.1,2,0,21.0,Low,Continue routine monitoring,1431
LT-1487,Central,12.919039,80.016712,6,AAC,22.0,1,1,1,13,122.7,58.7,26.7,5,0,20.9,Low,Continue routine monitoring,1432
LT-0981,Central,12.90177,80.090525,7,AAC,38.2,5,2,2,13,97.7,33.1,43.0,1,0,20.8,Low,Continue routine monitoring,1433
LT-0540,Central,13.000038,80.099262,27,ACSR,40.6,4,4,0,4,74.2,8.3,28.0,4,0,20.8,Low,Continue routine monitoring,1434
LT-0519,North,12.972768,80.131138,11,ACSR,34.6,7,2,1,11,86.3,16.9,48.4,4,0,20.8,Low,Continue routine monitoring,1435
LT-1254,West,13.022592,79.932351,3,Copper,42.8,9,3,1,19,60.6,74.7,27.1,3,0,20.7,Low,Continue routine monitoring,1436
LT-0550,East,12.997738,80.125349,9,ACSR,38.0,7,6,1,9,83.0,14.5,40.0,4,0,20.6,Low,Continue routine monitoring,1437
LT-0976,West,13.00046,79.992798,2,ACSR,45.0,1,5,0,32,111.7,26.6,19.5,7,0,20.5,Low,Continue routine monitoring,1438
LT-0783,East,12.952093,80.201254,4,ACSR,33.0,2,10,1,9,72.6,34.0,62.9,2,0,20.5,Low,Continue routine monitoring,1439
LT-0708,West,12.915404,79.90651,18,ACSR,31.7,8,0,0,28,71.8,3.4,47.7,1,0,20.4,Low,Continue routine monitoring,1440
LT-0254,South,12.675741,80.029364,2,ACSR,49.7,1,4,0,31,66.1,44.1,58.6,4,0,20.4,Low,Continue routine monitoring,1441
LT-0228,East,12.902491,80.273871,15,AAC,24.0,6,9,1,1,78.4,15.1,24.6,4,0,20.2,Low,Continue routine monitoring,1442
LT-1769,North,13.134887,80.216975,14,ACSR,55.2,3,3,0,26,58.8,14.3,36.1,4,0,20.2,Low,Continue routine monitoring,1443
LT-1752,South,12.739106,80.067285,17,AAC,46.3,3,5,1,29,77.5,8.3,12.3,2,0,20.1,Low,Continue routine monitoring,1444
LT-0275,West,12.922729,80.005021,10,ACSR,35.4,5,7,1,19,71.7,14.0,39.1,2,0,20.1,Low,Continue routine monitoring,1445
LT-1247,West,12.885826,79.96409,1,ACSR,43.2,6,7,2,21,42.8,17.2,44.7,4,0,20.0,Low,Continue routine monitoring,1446
LT-0158,West,12.981661,79.902637,4,AAC,32.6,3,9,1,7,87.5,12.8,48.2,5,0,19.9,Low,Continue routine monitoring,1447
LT-0855,South,12.74883,80.01527,20,ACSR,48.0,3,6,0,9,62.0,38.5,29.1,4,0,19.9,Low,Continue routine monitoring,1448
LT-0476,South,12.674958,80.040554,3,AAC,41.1,4,2,1,22,85.5,46.6,49.3,2,0,19.9,Low,Continue routine monitoring,1449
LT-0942,Central,12.923763,80.088415,16,AAC,20.8,5,4,1,6,71.6,11.1,49.8,1,0,19.8,Low,Continue routine monitoring,1450
LT-1693,South,12.718679,79.989343,16,AAC,35.2,1,0,1,7,48.4,19.4,50.1,8,0,19.8,Low,Continue routine monitoring,1451
LT-1737,Central,12.918451,80.164962,4,AAC,33.4,8,1,1,23,49.7,22.5,31.6,4,0,19.7,Low,Continue routine monitoring,1452
LT-1194,Central,12.869061,80.110324,7,AAC,50.7,7,4,0,36,73.3,10.5,38.3,1,0,19.7,Low,Continue routine monitoring,1453
LT-0904,East,12.894709,80.223359,20,AAC,42.1,8,1,2,12,74.4,13.6,10.3,4,0,19.7,Low,Continue routine monitoring,1454
LT-0362,North,13.087528,80.167748,8,AAC,31.7,8,1,1,3,74.7,41.6,44.0,3,0,19.7,Low,Continue routine monitoring,1455
LT-1342,Central,12.980464,80.090786,15,AAC,26.8,6,2,0,24,78.7,14.1,28.2,1,0,19.7,Low,Continue routine monitoring,1456
LT-1538,West,12.919595,79.947824,16,AAC,30.0,2,7,1,12,72.9,22.3,32.7,3,0,19.7,Low,Continue routine monitoring,1457
LT-0693,South,12.748669,80.071298,14,AAC,49.0,4,7,1,1,62.0,23.1,47.5,3,0,19.6,Low,Continue routine monitoring,1458
LT-0747,South,12.736956,79.999185,24,ACSR,42.9,7,10,0,3,61.4,4.4,36.6,1,0,19.6,Low,Continue routine monitoring,1459
LT-1383,East,12.999027,80.176625,8,ACSR,32.4,5,2,3,11,76.2,16.3,43.3,2,0,19.6,Low,Continue routine monitoring,1460
LT-0680,South,12.685591,80.027152,7,AAC,35.4,9,6,2,1,72.9,29.4,36.6,2,0,19.5,Low,Continue routine monitoring,1461
LT-0118,West,12.902743,79.882364,21,AAC,45.3,8,6,1,2,76.7,7.7,19.6,5,0,19.5,Low,Continue routine monitoring,1462
LT-1468,South,12.728928,80.005079,25,ACSR,41.0,7,2,0,4,71.7,8.0,51.7,2,0,19.5,Low,Continue routine monitoring,1463
LT-0149,East,12.889368,80.201876,13,ACSR,39.5,4,0,1,8,95.5,23.0,50.7,6,0,19.5,Low,Continue routine monitoring,1464
LT-1657,South,12.707468,80.004704,2,AAC,22.1,5,6,0,30,75.2,9.0,36.4,4,0,19.4,Low,Continue routine monitoring,1465
LT-0119,East,12.866006,80.279073,16,ACSR,15.0,4,0,1,13,76.9,1.1,56.9,4,0,19.4,Low,Continue routine monitoring,1466
LT-1705,East,12.880558,80.241618,10,ACSR,29.1,6,9,2,2,68.6,19.6,43.2,2,0,19.4,Low,Continue routine monitoring,1467
LT-0450,West,12.924035,79.918869,3,Copper,34.1,8,7,1,28,78.3,9.4,46.1,2,0,19.4,Low,Continue routine monitoring,1468
LT-0088,East,12.88414,80.20041,7,ACSR,49.1,6,5,1,14,62.8,27.7,38.6,6,0,19.4,Low,Continue routine monitoring,1469
LT-0672,East,12.929411,80.186607,15,AAC,37.9,5,2,0,18,102.4,33.7,10.0,6,0,19.3,Low,Continue routine monitoring,1470
LT-1525,West,12.966901,79.90765,9,ACSR,30.4,10,9,0,12,49.5,23.4,29.4,3,0,19.2,Low,Continue routine monitoring,1471
LT-0020,West,12.892862,79.941887,12,ACSR,18.1,6,2,0,16,45.5,58.8,26.7,5,0,19.2,Low,Continue routine monitoring,1472
LT-1741,South,12.757776,80.018527,28,Copper,26.6,1,10,0,8,35.0,21.0,47.1,1,0,19.2,Low,Continue routine monitoring,1473
LT-0700,South,12.754858,79.95919,23,AAC,40.9,3,3,1,8,94.0,9.0,35.7,2,0,19.1,Low,Continue routine monitoring,1474
LT-1170,North,13.108025,80.148746,11,AAC,47.8,2,3,1,34,65.7,22.2,28.4,1,0,19.1,Low,Continue routine monitoring,1475
LT-1606,South,12.727543,80.07657,18,Copper,34.2,5,3,0,20,90.0,22.8,38.8,2,0,19.1,Low,Continue routine monitoring,1476
LT-1591,South,12.726216,79.993379,15,ACSR,24.6,7,8,1,2,67.3,8.9,39.0,2,0,18.8,Low,Continue routine monitoring,1477
LT-1067,South,12.683908,80.049614,16,AAC,54.8,2,6,1,26,88.6,17.2,10.7,3,0,18.8,Low,Continue routine monitoring,1478
LT-0462,North,13.057276,80.148766,4,AAC,29.9,10,1,1,16,82.2,19.0,41.4,2,0,18.7,Low,Continue routine monitoring,1479
LT-0523,North,13.010555,80.142151,18,ACSR,31.8,8,5,1,6,87.2,6.5,23.8,3,0,18.7,Low,Continue routine monitoring,1480
LT-1782,West,12.970208,79.941024,10,ACSR,46.8,6,5,0,23,70.4,27.2,32.6,3,1,18.6,Low,Continue routine monitoring,1481
LT-0952,South,12.730579,79.987902,11,Copper,34.3,4,9,0,16,77.6,20.3,41.2,4,0,18.6,Low,Continue routine monitoring,1482
LT-1698,West,12.991163,79.957482,18,ACSR,15.0,10,2,0,7,65.7,2.4,31.9,4,0,18.5,Low,Continue routine monitoring,1483
LT-1224,West,12.936859,79.917807,14,AAC,47.0,10,0,0,12,78.7,18.7,40.9,4,0,18.5,Low,Continue routine monitoring,1484
LT-0826,North,13.076956,80.176619,5,ACSR,30.5,5,4,1,20,82.9,15.7,43.6,2,0,18.5,Low,Continue routine monitoring,1485
LT-1078,East,12.947264,80.220963,5,ACSR,50.1,9,0,3,15,77.4,5.3,47.0,2,0,18.4,Low,Continue routine monitoring,1486
LT-0699,West,12.943136,79.964338,12,ACSR,31.3,7,3,2,9,80.5,5.8,41.2,2,1,18.3,Low,Continue routine monitoring,1487
LT-0227,North,13.071178,80.207309,2,ACSR,24.0,4,1,2,9,96.6,40.9,30.4,5,0,18.3,Low,Continue routine monitoring,1488
LT-1522,East,12.903179,80.239675,6,AAC,24.4,7,4,0,28,81.4,17.4,29.5,3,0,18.3,Low,Continue routine monitoring,1489
LT-0494,South,12.68372,80.051129,10,AAC,46.4,3,9,0,16,92.9,7.8,49.6,2,0,18.2,Low,Continue routine monitoring,1490
LT-1739,East,12.928537,80.261164,14,ACSR,22.4,8,4,0,28,82.4,15.0,10.0,2,0,18.2,Low,Continue routine monitoring,1491
LT-1433,North,13.032328,80.188954,2,ACSR,32.7,9,4,0,22,99.4,26.4,28.8,3,1,18.1,Low,Continue routine monitoring,1492
LT-1692,Central,12.89116,80.091371,9,ACSR,34.1,1,6,0,33,66.0,12.3,18.6,6,0,18.1,Low,Continue routine monitoring,1493
LT-1574,Central,12.910665,80.047219,17,AAC,35.1,3,0,1,31,45.4,14.6,10.0,5,0,18.1,Low,Continue routine monitoring,1494
LT-1169,Central,12.941449,80.119532,1,AAC,28.8,7,2,0,21,74.3,33.1,55.9,1,0,18.1,Low,Continue routine monitoring,1495
LT-1686,South,12.722239,80.047601,30,Copper,29.5,3,1,1,18,39.1,0.7,54.8,0,0,18.0,Low,Continue routine monitoring,1496
LT-1004,North,13.055694,80.182545,13,AAC,49.3,1,7,0,3,104.4,32.5,37.7,5,0,18.0,Low,Continue routine monitoring,1497
LT-0156,West,12.959315,79.924852,13,ACSR,33.8,2,5,1,20,105.4,41.0,14.8,2,0,18.0,Low,Continue routine monitoring,1498
LT-1258,Central,12.944554,80.086119,10,Copper,33.4,3,7,0,16,72.7,25.9,52.1,3,0,18.0,Low,Continue routine monitoring,1499
LT-1344,East,12.894439,80.137122,4,AAC,30.3,1,9,2,7,57.9,11.6,32.4,9,0,18.0,Low,Continue routine monitoring,1500
LT-1180,South,12.658156,79.99266,7,AAC,44.2,3,2,1,5,119.2,29.2,60.8,4,0,18.0,Low,Continue routine monitoring,1501
LT-0125,North,13.129774,80.179654,2,ACSR,42.3,1,7,0,32,70.4,8.7,29.2,6,0,17.9,Low,Continue routine monitoring,1502
LT-1206,North,13.090655,80.170539,18,AAC,32.0,6,0,0,7,79.7,18.0,57.3,1,0,17.9,Low,Continue routine monitoring,1503
LT-0602,West,12.982324,79.966835,9,ACSR,26.8,6,7,1,7,70.3,27.2,25.1,4,0,17.9,Low,Continue routine monitoring,1504
LT-0695,Central,12.895889,80.06483,31,AAC,57.8,1,2,0,27,73.5,24.2,11.1,1,0,17.8,Low,Continue routine monitoring,1505
LT-0370,Central,12.987228,80.107653,24,Copper,35.9,6,1,0,1,96.4,47.0,31.5,2,0,17.8,Low,Continue routine monitoring,1506
LT-0090,East,12.931144,80.259808,34,ACSR,59.8,10,1,0,2,66.0,11.4,31.7,1,0,17.7,Low,Continue routine monitoring,1507
LT-0060,North,13.103252,80.201706,12,ACSR,45.0,1,4,2,20,79.4,19.0,25.9,2,0,17.7,Low,Continue routine monitoring,1508
LT-1066,Central,12.933659,80.082361,6,ACSR,30.4,1,0,1,15,99.0,48.5,61.0,1,0,17.6,Low,Continue routine monitoring,1509
LT-0956,Central,12.907383,80.124528,6,Copper,52.5,7,1,0,12,63.1,35.8,67.8,5,0,17.5,Low,Continue routine monitoring,1510
LT-0178,Central,12.862747,80.082485,18,AAC,23.7,4,9,0,5,48.4,25.3,43.9,1,0,17.5,Low,Continue routine monitoring,1511
LT-1270,East,12.955751,80.194158,31,AAC,27.8,3,4,0,5,84.7,12.7,25.0,2,0,17.5,Low,Continue routine monitoring,1512
LT-0505,East,12.902533,80.247223,32,ACSR,30.9,3,9,0,1,73.5,11.2,22.0,2,0,17.4,Low,Continue routine monitoring,1513
LT-1310,Central,12.918977,80.04852,7,AAC,40.7,6,0,1,7,74.8,9.5,67.3,4,0,17.4,Low,Continue routine monitoring,1514
LT-1483,West,12.899694,79.890655,23,AAC,36.7,4,0,0,11,101.7,29.2,34.4,3,0,17.3,Low,Continue routine monitoring,1515
LT-0415,North,13.042285,80.167679,3,ACSR,36.8,5,2,1,20,57.1,40.6,39.3,4,0,17.3,Low,Continue routine monitoring,1516
